time_s,total_rate_gbps,reconstructed_rate_gbps,ecn_marks
0.104196,695.652,695.652,0
0.104204,758.893,758.893,0
0.104212,442.688,442.688,0
0.10422,1075.1,1075.1,0
0.104228,379.447,379.447,1
0.104236,505.929,505.929,0
0.104244,316.206,316.206,2
0.104252,316.206,316.206,0
0.10426,569.17,569.17,6
0.104268,379.447,379.447,2
0.104276,442.688,442.688,3
0.104285,379.447,379.447,3
0.104293,189.723,189.723,1
0.104301,569.17,569.17,3
0.104309,442.688,442.688,1
0.104317,252.964,252.964,1
0.104325,379.447,379.447,3
0.104333,379.447,379.447,8
0.104341,316.206,316.206,0
0.104349,189.723,189.723,1
0.104357,758.893,758.893,2
0.104366,316.206,316.206,1
0.104374,316.206,316.206,3
0.104382,252.964,252.964,1
0.10439,695.652,695.652,2
0.104398,442.688,442.688,1
0.104406,569.17,569.17,0
0.104414,442.688,442.688,3
0.104422,379.447,379.447,1
0.10443,505.929,505.929,0
0.104438,442.688,442.688,0
0.104446,505.929,505.929,1
0.104455,632.411,632.411,0
0.104463,379.447,379.447,0
0.104471,632.411,632.411,0
0.104479,695.652,695.652,0
0.104487,189.723,189.723,0
0.104495,379.447,379.447,0
0.104503,63.2411,63.2411,4
0.104511,316.206,316.206,6
0.104519,316.206,316.206,1
0.104527,632.411,632.411,1
0.104536,379.447,379.447,2
0.104544,252.964,252.964,2
0.104552,442.688,442.688,2
0.10456,0,0,1
0.104568,442.688,442.688,1
0.104576,316.206,316.206,2
0.104584,316.206,316.206,3
0.104592,442.688,442.688,0
0.1046,442.688,442.688,3
0.104608,189.723,189.723,1
0.104617,252.964,252.964,3
0.104625,252.964,252.964,3
0.104633,442.688,442.688,4
0.104641,316.206,316.206,0
0.104649,695.652,695.652,2
0.104657,189.723,189.723,3
0.104665,505.929,505.929,3
0.104673,63.2411,63.2411,4
0.104681,126.482,126.482,0
0.104689,126.482,126.482,3
0.104697,252.964,252.964,1
0.104706,379.447,379.447,4
0.104714,569.17,569.17,1
0.104722,189.723,189.723,3
0.10473,632.411,632.411,6
0.104738,252.964,252.964,1
0.104746,316.206,316.206,1
0.104754,442.688,442.688,4
0.104762,63.2411,63.2411,6
0.10477,189.723,189.723,1
0.104778,316.206,316.206,3
0.104787,189.723,189.723,4
0.104795,189.723,189.723,3
0.104803,0,0,1
0.104811,126.482,126.482,4
0.104819,126.482,126.482,2
0.104827,252.964,252.964,5
0.104835,316.206,316.206,0
0.104843,252.964,252.964,1
0.104851,442.688,442.688,5
0.104859,442.688,442.688,5
0.104867,379.447,379.447,6
